Sample	prior	clockRate	ucldStdev:clock	perSplit	branchRates.1	branchRates.2	branchRates.3	branchRates.4	branchRates.5	branchRates.6	branchRates.7	branchRates.8	branchRates.9	branchRates.10	branchRates.11	branchRates.12	branchRates.13	branchRates.14	branchRates.15	branchRates.16	branchRates.17	branchRates.18	branchRates.19	branchRates.20	branchRates.21	branchRates.22	branchRates.23	branchRates.24	branchRates.25	branchRates.26	branchRates.27	branchRates.28	branchRates.29	branchRates.30	branchRates.31	branchRates.32	branchRates.33	branchRates.34	branchRates.35	branchRates.36	branchRates.37	branchRates.38	birthRate	tree.height	tree.treeLength
0	-4.9044811366295855	0.35	0.5	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.8	1.0	9.05305581932307
5000000	-15.8743992896612	0.38050885095138515	0.5	-0.06398049750109604	0.7101011374794671	0.7510749296436563	1.3654115548044579	0.6079678722695125	0.5345247137901087	0.6148405876085019	0.32599777770876043	1.1707503558026295	0.788631559553118	1.4590374633844543	1.044497771025845	0.40313343745534524	0.3610652407638226	0.6017114403013093	0.9361439139871917	0.34417051638901525	0.8385807947073372	1.010323179156609	0.4759186364934565	0.6625917639585194	0.7774263640927387	0.27623732051726924	0.3319925877974979	0.5594261846261044	0.585738150372945	0.8759110521694653	1.1061053843052693	0.794652697464325	0.38605167727115053	1.2274489368289856	2.7355762339154728	0.865338614570288	0.6055583224276209	0.4735590513285626	1.8187799973036896	0.8116527798908745	1.323796097692854	1.1676525307182724	2.8	1.2496218112586457	9.43581931842838
10000000	-6.104390821024122	0.2829786318126872	0.5	0.09059922138186158	0.5383596094454668	0.42762561117886766	0.815490677597488	0.7484534443472037	2.314606124180049	1.6706651680704931	0.7549915678899924	1.1790008416880648	0.9248256604786846	0.5931928576563772	1.1060944266250847	0.4196276350560908	0.7296595580011329	1.1375044622973869	1.2823623498537715	1.1309273519199303	0.3760092378214708	1.2480340890994266	1.0687797944912782	0.6679557938941635	1.0887560263009533	0.7390157234568223	0.9607664797254404	0.5685255635616215	0.7421025541939313	0.6298914648798049	0.9594068401225968	1.376242606440124	0.690338531098077	1.0221283497498672	0.9492810939464754	0.9493756695260193	0.6754672697635729	0.7004384601309727	1.6176538345343445	0.7682792937249773	1.25738692175773	0.8938697720038069	2.8	0.7483575955070504	6.615166044653602
15000000	-36.520504425618896	0.25730102855282844	0.5	-0.0529049431644303	1.9725644010052383	3.059041007030035	2.161691565286318	0.9628964463081233	0.6056386933778013	1.3466101054788568	1.0029609190643411	2.042296335776833	0.6847971578784797	0.36371870029507075	1.382948229783387	0.33271148370387743	0.8511193570094888	0.6752459321504787	1.5672562349457424	1.1652098791077898	1.5622617082978916	2.0564268015672242	2.2974217522716494	0.6562475685212712	0.6392312002789724	2.253979652938218	1.0463399156412723	1.0755186975603226	0.7005498481752914	1.5146658054310602	0.9997223883383477	0.585022196134193	0.8006386711065694	2.5972429701861204	1.0626776761339696	0.8359014204503082	0.2962139978022784	0.8556296471382803	0.8302077847178921	1.1017398450787947	0.644324343750186	0.6143095129747143	2.8	1.9999046694556797	11.333278943360442
20000000	-21.700006822980864	0.2715100616489322	0.5	0.07247545246933759	1.8006461604932718	0.7246551505868798	0.8430269931848073	1.3824605511891228	0.8256070718013369	0.7934275482088431	0.5102361645888578	0.7265514734128142	0.8013140334683562	1.622924957809377	0.5735510207407464	0.40660844888816894	0.7723840927641558	0.8860250889833032	1.5949216373486204	0.5842119241715478	3.4755031839209694	1.6452409002989978	0.9906167484885735	1.2613954112913435	0.607667547702775	1.7296805259890213	0.5603717517459438	1.3636155531453322	0.7793583925021583	0.757150749867421	1.252034798824261	0.5027827334191275	2.0621308724421086	0.9131457423686284	0.554503923856729	0.635504737845977	0.9392862069416824	1.2539327732165035	0.9998935636409132	0.9293759079590425	3.2979522919140436	2.206874169347996	2.8	0.9598065991754293	8.038950760472858
25000000	-15.894232015537387	0.38227206060343094	0.5	-0.009571961737970362	0.7393452250675584	0.39460235960016354	0.6833411986214843	1.0905419290644374	0.7192251303610003	0.7228499207803568	1.152026305289085	0.5017698375059665	0.29132382355631775	1.470349413171723	0.818932330240083	0.5599866037225508	0.9827060441644487	1.330558028419209	0.3007294108439708	0.303214525371664	0.9267101996681203	0.9229632197789632	0.2658938813559065	0.5226370399277697	3.171357120031641	0.7482247852340365	0.8230510441682536	0.39442010210359146	1.4571639945005288	0.7273636788164793	0.8452579990169915	1.1914298783745536	0.48244563069311897	1.1217575405424243	1.1238872175684733	1.0832955348431828	1.024166703429012	0.8671069660183375	1.558000862322471	0.9707121053310069	0.38850924702069356	0.4447365026517806	2.8	0.7672055527394339	7.983414217243832
30000000	-18.06616857220918	0.19367846160519817	0.5	-0.06541935427679531	0.49621314425816365	0.9305969845882855	0.4161153019024462	0.5530201722044644	0.7033221637763638	1.0072545953781922	1.3626838698905261	1.3188427477147238	0.807182847181601	0.39136964772963834	2.92900721252487	0.5674805796519569	0.9309767798527997	1.8916082384258677	2.5557999052646303	0.8023467803379498	2.2622845991484253	1.3207470279064963	0.7470492588572522	1.3230044040385702	0.9092078989871111	0.8531954617317012	0.600084009968322	1.5441175059428809	1.7757086220764764	0.7738929656082221	0.610619686225359	2.0516900268772784	0.8293713644652778	0.3127538670484409	0.7758236535963181	1.060173396738307	0.7079046203838161	1.2186632804939244	2.043517873504039	0.8972192231165793	0.7763708009025869	1.3433191172207892	2.8	0.6196038179222999	6.643891418309799
35000000	-16.48980236866415	0.3319605038186979	0.5	-0.12464497312015291	2.2530902296132767	0.7311220862359706	0.9374201909518298	1.1167885874411583	0.5385384944676631	1.0686361853419242	1.2016402381302134	0.8099913097605771	1.7490521263674	0.542932107968068	0.5469450292719631	0.6612264935447791	0.7759044817142168	1.60228934262504	0.4984845693485658	0.45429828421171065	1.2784490833641096	0.9494020001230457	0.870575682368447	1.23026821799564	0.48744800959730117	0.5573563540039606	0.8089062355456157	0.7343263739714601	1.442694208419967	1.0641601983915492	0.8362182438515667	1.9180792358179797	0.9516727927217493	0.8429680424205539	1.9114086651337097	0.5400161410641818	0.5232376561336098	1.753627175045828	0.9259473259615576	0.8546100019692218	0.5030246511189562	0.7834237636810615	2.8	1.0346937185493803	8.785855375968309
40000000	-23.062833372585082	0.13768315869733477	0.5	0.009736204730430742	1.492665777357761	0.6429960708116036	2.455769708086423	0.3928629587375044	1.5424027031863423	0.6021769976772238	1.2929862895348685	0.8163808646188208	1.4033330973769622	2.2037550070582412	0.7591971061073555	1.3987772007910209	0.9788191962494497	0.9397569867229854	0.7242830840925567	0.8739657613045467	0.5659300207898535	1.4276066246300543	1.5125782573696858	0.6533729437082288	2.149308439564436	0.9747369447965712	1.0641731930166698	1.625953439932489	0.44663530418047365	0.44687399980198245	1.50109937412195	0.7528812921639152	1.2011320525447005	1.3212121583146565	0.3240834269669195	1.1657881929245433	0.374669105027867	0.7230425827164568	2.9369548963089396	0.47332654443722055	0.658837436365521	0.6639658491863917	2.8	1.2298197007217946	8.527353258610416
45000000	-15.772680232793862	0.1502976381226846	0.5	-0.029412566976377334	0.2964165912726564	1.3866093903733219	0.7421641094730357	1.3223245863995567	0.7318414467950162	0.49861323288316406	0.7197308787897878	0.751913334259626	0.7111377598809488	1.676920190804833	0.956865095611373	1.519683906737479	1.2221377616909512	0.7167797404460149	0.7182669950505853	0.6921224138949463	1.0384221683256465	1.140543834596545	1.737884441754024	2.1881503222462992	0.5287506946665349	0.43478373045612395	1.7600003709163465	0.7815213190127821	0.32928779301956235	1.4527719441352411	1.05373061506517	0.9613188986989631	0.7018522202781682	0.48361910620504667	1.1240995890032304	1.0001909814757155	0.49972786733962826	0.7239633871535834	0.8131880619107504	1.055006658325438	1.9952492214643722	1.1871583665598053	2.8	0.9675664629799616	8.108354569746801
