truth	estimates	95HPDlow	95HPDup
1.0578340304482614	1.2104150203820114	0.7937972890923891	1.7407988638507104
0.32172136003720636	0.4340747026315241	0.2216360565130243	0.6966457501244646
0.6757134213289427	0.6279850173305055	0.35029966192409284	0.9585446461263972
0.7344584061570638	0.7226156270657327	0.43954725560490193	1.0120265919599958
0.37385654615126224	0.5972108779391437	0.33081183355531985	0.918242249656131
0.9635243720324697	0.9158419722161124	0.38532770072833195	1.4129672449696002
1.9117506021873212	1.7110365527845115	1.1031187768742938	2.349412929799381
1.2252920794938864	0.8355518906514812	0.4858015570776774	1.231191400273411
1.0534035680912501	1.2937078968068834	0.6875754018471101	2.0756109461525787
0.8795990417723871	0.6329668324699276	0.32736785655760153	1.0366906703928518
1.0499858011304488	1.169148923519986	0.7646768410794559	1.6796030981031191
1.6655017844499755	1.8954605528748052	1.0461609548318502	2.6451106522003323
0.9169523562777193	1.0678532138473507	0.578987738217044	1.7156875199979842
0.3482384507685886	0.5560460173411811	0.2607651793009945	0.9454889411134033
0.8611032245229675	0.7228238176052459	0.4219957856979353	1.1083935023896352
1.181669028108788	1.0914169419709432	0.5260228980332227	1.6685354737664984
2.301128539129591	1.9445943877162233	1.242569114989424	2.7585714602843665
1.2164394011056585	1.4052640966611576	0.815452939390637	2.0545122248676755
1.612884109986539	1.7632490557656042	1.002706952858663	2.4758832837189764
1.7408437776514716	0.9981274432646305	0.5663810585015027	1.5114067548986403
1.0368267360383907	1.2980073763428894	0.7304511650555184	1.8594036152546036
1.1661154259344515	1.2329583294651867	0.7469001366961993	1.7725973680168614
0.9606375209709129	0.6051748178004757	0.3705093064274532	0.8837439585001764
0.9059111235782958	0.6644608478691125	0.38271415388273156	0.9599050225863641
0.7947023256464723	1.0005310090052608	0.55448496299934	1.5512242264360097
0.3135405805287019	0.48020722750730016	0.2895448744286693	0.7247380650684538
0.31922402906173114	0.5847297687658285	0.31083357543694534	0.8607018678478651
0.7287162093761563	0.6978917260615288	0.34091291824617637	1.0759667953586405
0.397860459437995	0.5909594297404202	0.33790769186065495	0.917778750932126
0.2776106242669756	0.38525836205964276	0.18276803258010166	0.6614762363122016
1.2159064229566945	1.4116994036687096	0.8890177833703937	2.0326113950493596
0.6925707381024002	0.7449400564708588	0.3698112242912973	1.1079882520454873
0.7551852512855949	0.948190407201164	0.5394703861861565	1.455627802504493
2.0543122890234793	1.177575087158116	0.7301499964397382	1.6237419805600113
1.611238981877246	1.8410188794571722	1.2946053555665524	2.4454103698325875
1.3753279885545489	1.6308450815924047	1.085783457938449	2.3480977043526337
1.2130620214312162	1.4249913167448645	0.970065655502264	1.9759419449234588
0.763153241784826	1.068142009822847	0.6416876573953275	1.5863093608114878
1.341196484913864	1.317879732409265	0.7998482953303178	1.9484756400658236
3.1832949950370297	2.3894371612486296	1.4567545910833855	3.714660506679402
0.4534362866998243	0.7310199195680172	0.384953020738109	1.1563245372530138
0.8662655980717222	0.9195042646366647	0.4280365249441826	1.4740753197798913
0.8056209509388285	0.6511228866649926	0.3767181292792699	1.0217757952084439
1.0131941318383597	0.7040706926268506	0.47849433017861204	0.9368827235935064
1.0888599029573929	1.072406364327727	0.7253663967112136	1.5409591556351487
0.2611000290531858	0.5327491271674394	0.28131587211582965	0.8096849068806573
1.1128002178968752	1.165792809253797	0.6115957304076143	1.7244317657782653
1.1308622334714502	1.1927373087248723	0.7263970866739893	1.627390078670703
0.601696798431169	1.0482654732111552	0.6488369075598067	1.7023501457182744
0.5657864516930977	0.715727319654546	0.4158959780031772	1.0161815627463417
1.2342727263573054	0.9196163695941515	0.5532437264119541	1.3930971251987625
1.6611489320479416	2.194185856565976	1.3237838346271822	3.257573991231757
0.6197862614532923	0.9843229496148174	0.5669350654656402	1.638989318089371
1.4301607365575395	0.9668400239070263	0.5008801910657046	1.6359601589373989
0.3701335766017298	0.5951984971765722	0.22853699035858624	1.0405921586103013
1.175054494763811	1.1981168576420005	0.6372622391186455	1.8799379006939008
0.822966022204137	0.8337473292392735	0.49432337604328963	1.18667014127367
0.7295572267736203	1.0870593837234388	0.5759789248929497	1.6620079032845498
0.5921308233076452	0.793374302517526	0.38141641285262273	1.2546618267484222
1.1255324800095747	1.0213609055811104	0.5616667005450583	1.598025835551002
0.9244502672833969	0.8072783605629744	0.4489590781415546	1.1529912240927416
1.8580895784766214	1.4463576747439693	0.9408458201838269	2.249392368565613
1.2491807798577703	0.880932558573272	0.4636086677420068	1.304952334252515
1.3312015931130234	1.4043629094125671	0.8666840292890405	2.047666510281006
2.1405051772707675	1.7408726320351982	1.0914222989149467	2.4214788477479057
0.4569952296137445	0.5431915606922781	0.29105106581727586	0.9112639253711378
1.0130881906583649	1.1758352717115985	0.7278564843037827	1.7415319472025388
2.2834650315088725	1.366613572663264	0.7401479672523932	2.0248488593212683
2.0641141243421672	1.3900844130765375	0.8592811608198858	1.9411311467556778
0.8010691398359049	0.8110323402022686	0.4797638368863193	1.196356192042923
0.9228340318703354	1.3308783787790732	0.8250294772922819	1.9840944865343266
1.2903066388875788	1.0682847527646535	0.5838490603348141	1.5828321918202959
1.4447798364291327	1.202920301286297	0.626999184551612	1.8601859594290926
0.6343001002921596	0.7237889529356366	0.4677161762638538	0.981801863878538
0.8238653140542076	0.9058111663314498	0.49233838464947954	1.32095007975055
0.7611808604877333	0.7751035349280254	0.32021004933556757	1.294406251653232
1.088107019422665	0.9920053478989089	0.621418566205186	1.5488275142663004
0.7074479299820585	1.0148784068528587	0.6378724761301732	1.409224455182975
1.279446346818466	1.822487721315639	1.0928787014804286	2.8206412088477704
0.6867240959245213	0.8119587792616162	0.48480572881187295	1.1946809242030811
0.5357564088615304	0.7360928797221324	0.45947407641864235	1.0379706692311275
0.9407625332450269	0.8708483655649182	0.5394890982918089	1.3226945712501639
1.0768407749038396	0.7126816893383441	0.31688247438495776	1.2132571424700713
0.9856854081379698	0.991714784861164	0.6662748034126698	1.327281108963376
0.7636669757631614	0.8934616598667519	0.35635870653901064	1.4694167235184805
0.6917885429647723	0.6868360878237174	0.3876958413052396	0.9527966548053572
0.8494643775208923	0.945248301362332	0.6467575372953872	1.2721143624376148
0.765782144122384	1.0255431038171205	0.5734522149268063	1.5724753882545666
1.2201513049780046	2.180809831986631	1.5202481424277008	2.950865173014688
0.7185280755595426	0.7878641458204177	0.4732610707110771	1.1619623139371282
0.22790944762598878	0.5362142448680637	0.21797304813626978	0.9410260692097374
1.1579977650106934	0.8653070415570157	0.5465902261475458	1.2802367430366481
1.015513171653158	0.9287874043038734	0.5377812184151821	1.3239335023692298
0.5295889091616791	0.4056170283209556	0.1561846637315129	0.6812328414966212
0.7804762124976907	0.8759769628872076	0.5353301136365723	1.309849408461628
0.7014029244373441	0.7777889155024823	0.3039165890606539	1.264850343427905
0.5392521038847445	0.7853507522718591	0.48421689274738494	1.0947727517841799
0.708585128913323	0.5044384791067639	0.2686314826689412	0.7764337534876509
1.1935683815410878	1.294984585060901	0.8239501909603574	1.8212516864510748
0.645961167752693	0.8502789415967634	0.4397049137353251	1.2760622758454525
